00 03 3F A0 9C,GM --> DIA: Diagnostic command acknowledged
00 03 3F A2 9E,GM --> DIA: Diagnostic command rejected
80 0A BF 13 01 00 00 00 00 00 3D 1A,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 00 00 00 3E 19,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 00 00 00 3F 18,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 00 00 00 40 67,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 00 00 00 41 66,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 00 00 00 BF 98,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 00 00 08 0D 22,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 00 00 08 0E 21,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 00 00 08 38 17,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 00 00 08 39 16,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 00 00 08 3D 12,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 00 00 08 3E 11,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 00 00 08 3F 10,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 00 00 08 40 6F,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 00 00 08 41 6E,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 00 00 08 BF 90,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 02 00 00 0D 28,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 02 00 00 0E 2B,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 02 00 00 38 1D,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 02 00 00 39 1C,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 02 00 00 3D 18,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 02 00 00 3E 1B,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 02 00 00 3F 1A,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 02 00 00 40 65,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 02 00 00 41 64,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 02 00 08 0D 20,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 02 00 08 0E 23,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 02 00 08 38 15,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 02 00 08 39 14,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 02 00 08 3D 10,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 02 00 08 3E 13,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 02 00 08 3F 12,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 02 00 08 40 6D,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 02 00 08 41 6C,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 21 00 07 3F 3E,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 00 21 00 0F 39 30,IKE --> GLO: IKE sensor status, Handbrake_On
80 0A BF 13 01 00 40 00 00 00 0C 6B,IKE --> GLO: IKE sensor status, Handbrake_On  Temp_F
80 0A BF 13 01 00 40 00 00 00 25 42,IKE --> GLO: IKE sensor status, Handbrake_On  Temp_F
80 0A BF 13 01 00 40 00 00 08 0C 63,IKE --> GLO: IKE sensor status, Handbrake_On  Temp_F
80 0A BF 13 01 00 40 00 00 08 25 4A,IKE --> GLO: IKE sensor status, Handbrake_On  Temp_F
80 0A BF 13 01 00 40 02 00 00 0C 69,IKE --> GLO: IKE sensor status, Handbrake_On  Temp_F
80 0A BF 13 01 00 40 02 00 08 0C 61,IKE --> GLO: IKE sensor status, Handbrake_On  Temp_F
80 0A BF 13 01 01 00 00 00 00 0C 2A,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running
80 0A BF 13 01 01 00 00 00 00 0D 2B,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running
80 0A BF 13 01 01 00 00 00 00 3D 1B,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running
80 0A BF 13 01 01 00 00 00 00 3E 18,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running
80 0A BF 13 01 01 00 00 00 00 3F 19,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running
80 0A BF 13 01 01 00 00 00 00 40 66,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running
80 0A BF 13 01 01 00 00 00 00 41 67,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running
80 0A BF 13 01 01 00 00 00 08 00 2E,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running
80 0A BF 13 01 01 00 00 00 08 0C 22,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running
80 0A BF 13 01 01 00 00 00 08 0D 23,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running
80 0A BF 13 01 01 00 00 00 08 3D 13,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running
80 0A BF 13 01 01 00 00 00 08 3E 10,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running
80 0A BF 13 01 01 00 00 00 08 3F 11,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running
80 0A BF 13 01 01 00 00 00 08 40 6E,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running
80 0A BF 13 01 01 00 00 00 08 41 6F,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running
80 0A BF 13 01 01 00 02 00 00 38 1C,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running
80 0A BF 13 01 01 40 00 00 00 25 43,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running  Temp_F
80 0A BF 13 01 01 40 00 00 08 25 4B,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running  Temp_F
80 0A BF 13 01 11 00 00 00 00 0D 3B,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running  Gear_R
80 0A BF 13 01 11 00 00 00 00 3D 0B,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running  Gear_R
80 0A BF 13 01 11 00 00 00 00 3E 08,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running  Gear_R
80 0A BF 13 01 11 00 00 00 00 3F 09,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running  Gear_R
80 0A BF 13 01 11 00 00 00 08 0D 33,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running  Gear_R
80 0A BF 13 01 11 00 00 00 08 3D 03,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running  Gear_R
80 0A BF 13 01 11 00 00 00 08 3E 00,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running  Gear_R
80 0A BF 13 01 11 00 00 00 08 3F 01,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running  Gear_R
80 0A BF 13 01 3F 3F 80 0A BF 13 01,IKE --> GLO: IKE sensor status, Handbrake_On  Motor_Running  Vehicle_Driving  Reverse_Not_Plausible  Alarm_Siren_On  Immobiliser_On  Aux_Heat_On  Aux_Vent_On
80 0A BF 13 02 00 00 00 00 00 0C 28,IKE --> GLO: IKE sensor status, Oil_Pressure_Low
80 0A BF 13 02 00 00 00 00 00 0D 29,IKE --> GLO: IKE sensor status, Oil_Pressure_Low
80 0A BF 13 02 00 00 00 00 00 41 65,IKE --> GLO: IKE sensor status, Oil_Pressure_Low
80 0A BF 13 02 00 00 00 00 00 43 67,IKE --> GLO: IKE sensor status: Oil_Pressure_Low
80 0A BF 13 02 00 00 00 00 08 0C 20,IKE --> GLO: IKE sensor status, Oil_Pressure_Low
80 0A BF 13 02 00 00 00 00 08 0D 21,IKE --> GLO: IKE sensor status, Oil_Pressure_Low
80 0A BF 13 02 00 00 00 00 08 41 6D,IKE --> GLO: IKE sensor status, Oil_Pressure_Low
80 0A BF 13 02 00 00 02 00 08 41 6F,IKE --> GLO: IKE sensor status, Oil_Pressure_Low
80 0A BF 13 02 00 00 02 00 80 41 E7,IKE --> GLO: IKE sensor status, Oil_Pressure_Low
80 0A BF 13 02 00 40 00 00 00 40 24,IKE --> GLO: IKE sensor status, Oil_Pressure_Low  Temp_F
80 0A BF 13 02 00 40 00 00 00 41 25,IKE --> GLO: IKE sensor status, Oil_Pressure_Low  Temp_F
80 0A BF 13 02 00 40 02 00 00 40 26,IKE --> GLO: IKE sensor status, Oil_Pressure_Low  Temp_F
80 0A BF 13 02 00 44 00 00 00 40 20,IKE --> GLO: IKE sensor status, Oil_Pressure_Low  Aux_Heat_On  Temp_F
80 0A BF 13 02 01 00 00 00 00 0D 28,IKE --> GLO: IKE sensor status, Oil_Pressure_Low  Motor_Running
80 0A BF 13 02 01 00 00 00 08 0D 20,IKE --> GLO: IKE sensor status, Oil_Pressure_Low  Motor_Running
80 0A BF 13 02 01 40 00 00 00 40 25,IKE --> GLO: IKE sensor status, Oil_Pressure_Low  Motor_Running  Temp_F
80 0A BF 13 02 B0 00 00 00 00 43 D7,IKE --> GLO: IKE sensor status: Oil_Pressure_Low Gear_P
80 0A BF 13 02 B0 40 00 00 00 40 94,IKE --> GLO: IKE sensor status, Oil_Pressure_Low  Gear_P  Temp_F
80 0A BF 13 02 B0 40 00 00 00 41 95,IKE --> GLO: IKE sensor status, Oil_Pressure_Low  Gear_P  Temp_F
80 0A BF 13 02 B0 40 02 00 00 40 96,IKE --> GLO: IKE sensor status, Oil_Pressure_Low  Gear_P  Temp_F
80 0A BF 13 02 B0 40 02 00 00 41 97,IKE --> GLO: IKE sensor status, Oil_Pressure_Low  Gear_P  Temp_F
80 0A BF 13 02 B0 44 00 00 00 40 90,IKE --> GLO: IKE sensor status, Oil_Pressure_Low  Gear_P  Aux_Heat_On  Temp_F
80 0A BF 13 02 B1 40 00 00 00 40 95,IKE --> GLO: IKE sensor status, Oil_Pressure_Low  Motor_Running  Gear_P  Temp_F
80 0A BF 13 03 00 00 00 00 00 0C 29,IKE --> GLO: IKE sensor status, Handbrake_On  Oil_Pressure_Low
80 0A BF 13 03 00 00 00 00 00 0D 28,IKE --> GLO: IKE sensor status, Handbrake_On  Oil_Pressure_Low
80 0A BF 13 03 00 00 00 00 00 41 64,IKE --> GLO: IKE sensor status, Handbrake_On  Oil_Pressure_Low
80 0A BF 13 03 00 00 00 00 00 43 66,IKE --> GLO: IKE sensor status: Handbrake_On Oil_Pressure_Low
80 0A BF 13 03 00 00 00 00 08 0C 21,IKE --> GLO: IKE sensor status, Handbrake_On  Oil_Pressure_Low
80 0A BF 13 03 00 00 00 00 08 0D 20,IKE --> GLO: IKE sensor status, Handbrake_On  Oil_Pressure_Low
80 0A BF 13 03 00 00 00 00 08 41 6C,IKE --> GLO: IKE sensor status, Handbrake_On  Oil_Pressure_Low
80 0A BF 13 03 00 00 02 00 00 0C 2B,IKE --> GLO: IKE sensor status, Handbrake_On  Oil_Pressure_Low
80 0A BF 13 03 00 00 02 00 00 0D 2A,IKE --> GLO: IKE sensor status, Handbrake_On  Oil_Pressure_Low
80 0A BF 13 03 00 00 02 00 00 3F 18,IKE --> GLO: IKE sensor status, Handbrake_On  Oil_Pressure_Low
80 0A BF 13 03 00 00 02 00 00 40 67,IKE --> GLO: IKE sensor status, Handbrake_On  Oil_Pressure_Low
80 0A BF 13 03 00 00 02 00 00 41 66,IKE --> GLO: IKE sensor status, Handbrake_On  Oil_Pressure_Low
80 0A BF 13 03 00 00 02 00 00 43 64,IKE --> GLO: IKE sensor status: Handbrake_On Oil_Pressure_Low
80 0A BF 13 03 00 00 02 00 08 0C 23,IKE --> GLO: IKE sensor status, Handbrake_On  Oil_Pressure_Low
80 0A BF 13 03 00 00 02 00 08 0D 22,IKE --> GLO: IKE sensor status, Handbrake_On  Oil_Pressure_Low
80 0A BF 13 03 00 00 02 00 08 3F 10,IKE --> GLO: IKE sensor status, Handbrake_On  Oil_Pressure_Low
80 0A BF 13 03 00 00 02 00 08 40 6F,IKE --> GLO: IKE sensor status, Handbrake_On  Oil_Pressure_Low
80 0A BF 13 03 00 00 02 00 08 41 6E,IKE --> GLO: IKE sensor status, Handbrake_On  Oil_Pressure_Low
80 0A BF 13 03 00 00 02 00 80 41 E6,IKE --> GLO: IKE sensor status, Handbrake_On  Oil_Pressure_Low
80 0A BF 13 03 B0 00 00 00 00 43 D6,IKE --> GLO: IKE sensor status: Handbrake_On Oil_Pressure_Low Gear_P
80 0A BF 13 03 B0 00 02 00 00 43 D4,IKE --> GLO: IKE sensor status: Handbrake_On Oil_Pressure_Low Gear_P
80 0A BF 17 00 00 00 00 1F 00 00 3D,IKE --> GLO: Odometer, 0 kms  [0 mls]
80 0A BF 17 00 58 02 00 1E 20 00 46,IKE --> GLO: Odometer, 153,600 kms  [95,443 mls]
80 0A BF 17 1F 30 02 C0 60 32 CC 51,IKE --> GLO: Odometer: 143,391 km
80 0A BF 17 22 03 03 00 1C 00 00 1C,IKE --> GLO: Odometer, 197,410 kms  [122,665 mls]
80 0A BF 17 4E 02 03 00 1C 00 00 71,IKE --> GLO: Odometer, 197,198 kms  [122,533 mls]
80 0A BF 17 7A 0B 03 00 1F 00 00 4F,IKE --> GLO: Odometer, 199,546 kms  [123,992 mls]
80 0A BF 17 7C 0B 03 00 1F 00 00 49,IKE --> GLO: Odometer, 199,548 kms  [123,993 mls]
80 0A BF 17 92 0B 03 00 1F 00 00 A7,IKE --> GLO: Odometer, 199,570 kms  [124,007 mls]
80 0A BF 17 DC 05 03 00 1C 00 00 E4,IKE --> GLO: Odometer, 198,108 kms  [123,099 mls]
80 0A BF 17 DC 05 03 00 1F 00 00 E7,IKE --> GLO: Odometer, 198,108 kms  [123,099 mls]
80 0A BF 17 E2 FF 02 00 1C 00 00 21,IKE --> GLO: Odometer, 196,578 kms  [122,148 mls]
80 0A BF 17 FA FE 02 00 1C 00 00 38,IKE --> GLO: Odometer, 196,346 kms  [122,004 mls]
80 0A C0 21 01 00 0A 4C 2F 4B 4D 05,IKE --> MID: Menu Text, Layout=0x01:  Flags=  F10="L/KM"
80 0B D0 55 07 BD 00 00 00 00 00 00 B4,IKE --> LCM: Service Interval Display, Total dist 198,100 kms [123,094 mls]; SI-L 0 litres since last service; ; SI-T 0 days since last service
80 0B D0 55 07 BD 40 00 00 00 00 00 F4,IKE --> LCM: Service Interval Display, Total dist 198,100 kms [123,094 mls]; SI-L 0 litres since last service; ; SI-T 0 days since last service
80 0C E7 24 01 00 20 31 3A 32 36 41 4D 6D,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:26AM"
80 0C E7 24 01 00 20 31 3A 32 37 41 4D 6C,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:27AM"
80 0C E7 24 01 00 20 31 3A 32 38 41 4D 63,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:28AM"
80 0C E7 24 01 00 20 31 3A 32 39 41 4D 62,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:29AM"
80 0C E7 24 01 00 20 31 3A 33 30 41 4D 6A,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:30AM"
80 0C E7 24 01 00 20 31 3A 33 31 41 4D 6B,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:31AM"
80 0C E7 24 01 00 20 31 3A 33 32 41 4D 68,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:32AM"
80 0C E7 24 01 00 20 31 3A 33 33 41 4D 69,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:33AM"
80 0C E7 24 01 00 20 31 3A 33 34 41 4D 6E,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:34AM"
80 0C E7 24 01 00 20 31 3A 33 35 41 4D 6F,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:35AM"
80 0C E7 24 01 00 20 31 3A 33 36 41 4D 6C,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:36AM"
80 0C E7 24 01 00 20 31 3A 33 37 41 4D 6D,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:37AM"
80 0C E7 24 01 00 20 31 3A 33 38 41 4D 62,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:38AM"
80 0C E7 24 01 00 20 31 3A 33 39 41 4D 63,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:39AM"
80 0C E7 24 01 00 20 31 3A 34 30 41 4D 6D,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:40AM"
80 0C E7 24 01 00 20 31 3A 34 31 41 4D 6C,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:41AM"
80 0C E7 24 01 00 20 31 3A 34 32 41 4D 6F,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:42AM"
80 0C E7 24 01 00 20 31 3A 34 33 41 4D 6E,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:43AM"
80 0C E7 24 01 00 20 31 3A 34 34 41 4D 69,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:44AM"
80 0C E7 24 01 00 20 31 3A 34 35 41 4D 68,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:45AM"
80 0C E7 24 01 00 20 31 3A 34 36 41 4D 6B,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:46AM"
80 0C E7 24 01 00 20 31 3A 34 37 41 4D 6A,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:47AM"
80 0C E7 24 01 00 20 31 3A 34 38 41 4D 65,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:48AM"
80 0C E7 24 01 00 20 31 3A 34 39 41 4D 64,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:49AM"
80 0C E7 24 01 00 20 31 3A 35 30 41 4D 6C,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:50AM"
80 0C E7 24 01 00 20 31 3A 35 31 41 4D 6D,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:51AM"
80 0C E7 24 01 00 20 31 3A 35 32 41 4D 6E,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:52AM"
80 0C E7 24 01 00 20 31 3A 35 33 41 4D 6F,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:53AM"
80 0C E7 24 01 00 20 31 3A 35 34 41 4D 68,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:54AM"
80 0C E7 24 01 00 20 31 3A 35 35 41 4D 69,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:55AM"
80 0C E7 24 01 00 20 31 3A 35 36 41 4D 6A,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:56AM"
80 0C E7 24 01 00 20 31 3A 35 37 41 4D 6B,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:57AM"
80 0C E7 24 01 00 20 31 3A 35 38 41 4D 64,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:58AM"
80 0C E7 24 01 00 20 31 3A 35 39 41 4D 65,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 1:59AM"
80 0C E7 24 01 00 20 32 3A 30 30 41 4D 6A,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 2:00AM"
80 0C E7 24 01 00 20 32 3A 30 31 41 4D 6B,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 2:01AM"
80 0C E7 24 01 00 20 32 3A 30 32 41 4D 68,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 2:02AM"
80 0C E7 24 01 00 20 32 3A 30 32 50 4D 79,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 2:02PM"
80 0C E7 24 01 00 20 32 3A 30 33 41 4D 69,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 2:03AM"
80 0C E7 24 01 00 20 32 3A 30 33 50 4D 78,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 2:03PM"
80 0C E7 24 01 00 20 32 3A 30 34 41 4D 6E,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 2:04AM"
80 0C E7 24 01 00 20 32 3A 30 34 50 4D 7F,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 2:04PM"
80 0C E7 24 01 00 20 32 3A 30 35 41 4D 6F,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 2:05AM"
80 0C E7 24 01 00 20 32 3A 30 36 41 4D 6C,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 2:06AM"
80 0C E7 24 01 00 20 32 3A 30 37 41 4D 6D,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 2:07AM"
80 0C E7 24 01 00 20 32 3A 30 38 41 4D 62,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 2:08AM"
80 0C E7 24 01 00 20 32 3A 30 39 41 4D 63,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 2:09AM"
80 0C E7 24 01 00 20 32 3A 31 30 41 4D 6B,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 2:10AM"
80 0C E7 24 01 00 20 32 3A 31 31 41 4D 6A,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 2:11AM"
80 0C E7 24 01 00 20 32 3A 31 32 41 4D 69,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 2:12AM"
80 0C E7 24 01 00 20 32 3A 31 33 41 4D 68,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 2:13AM"
80 0C E7 24 01 00 20 37 3A 31 34 50 4D 7B,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 7:14PM"
80 0C E7 24 01 00 20 37 3A 32 34 41 4D 69,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 7:24AM"
80 0C E7 24 01 00 20 37 3A 32 35 41 4D 68,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 7:25AM"
80 0C E7 24 01 00 20 37 3A 32 36 41 4D 6B,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 7:26AM"
80 0C E7 24 01 00 20 37 3A 32 37 41 4D 6A,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0=" 7:27AM"
80 0C E7 24 01 00 2D 2D 3A 2D 2D 41 4D 78,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="--:--AM"
80 0C E7 24 01 00 2D 2D 3A 2D 2D 50 4D 69,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="--:--PM"
80 0C E7 24 01 00 31 30 3A 31 31 50 4D 68,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="10:11PM"
80 0C E7 24 01 00 31 30 3A 31 32 50 4D 6B,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="10:12PM"
80 0C E7 24 01 00 31 30 3A 31 33 50 4D 6A,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="10:13PM"
80 0C E7 24 01 00 31 30 3A 31 34 50 4D 6D,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="10:14PM"
80 0C E7 24 01 00 31 32 3A 35 38 41 4D 76,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="12:58AM"
80 0C E7 24 01 00 31 37 3A 34 39 20 20 7F,IKE --> ANZV: Update Text: Layout=Time Flags= F0="17:49 "
80 0C E7 24 01 00 31 37 3A 35 30 20 20 77,IKE --> ANZV: Update Text: Layout=Time Flags= F0="17:50 "
80 0C E7 24 01 00 31 39 3A 33 38 20 20 77,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="19:38  "
80 0C E7 24 01 00 31 39 3A 33 39 20 20 76,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="19:39  "
80 0C E7 24 01 00 31 39 3A 34 30 20 20 78,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="19:40  "
80 0C E7 24 01 00 31 39 3A 34 31 20 20 79,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="19:41  "
80 0C E7 24 01 00 31 39 3A 34 32 20 20 7A,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="19:42  "
80 0C E7 24 01 00 31 39 3A 34 33 20 20 7B,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="19:43  "
80 0C E7 24 01 00 31 39 3A 34 34 20 20 7C,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="19:44  "
80 0C E7 24 01 00 31 39 3A 34 35 20 20 7D,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="19:45  "
80 0C E7 24 01 00 31 39 3A 34 36 20 20 7E,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="19:46  "
80 0C E7 24 01 00 31 39 3A 34 37 20 20 7F,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="19:47  "
80 0C E7 24 01 00 31 39 3A 34 38 20 20 70,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="19:48  "
80 0C E7 24 01 00 31 39 3A 34 39 20 20 71,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="19:49  "
80 0C E7 24 01 00 31 39 3A 35 30 20 20 79,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="19:50  "
80 0C E7 24 01 00 31 39 3A 35 31 20 20 78,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="19:51  "
80 0C E7 24 01 00 31 39 3A 35 32 20 20 7B,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="19:52  "
80 0C E7 24 01 00 31 39 3A 35 33 20 20 7A,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="19:53  "
80 0C E7 24 01 00 31 39 3A 35 34 20 20 7D,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="19:54  "
80 0C E7 24 01 00 31 39 3A 35 35 20 20 7C,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="19:55  "
80 0C E7 24 01 00 31 39 3A 35 36 20 20 7F,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="19:56  "
80 0C E7 24 01 00 31 39 3A 35 37 20 20 7E,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="19:57  "
80 0C E7 24 01 00 31 39 3A 35 38 20 20 71,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="19:58  "
80 0C E7 24 01 00 31 39 3A 35 39 20 20 70,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="19:59  "
80 0C E7 24 01 00 32 30 3A 30 30 20 20 76,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="20:00  "
80 0C E7 24 01 00 32 30 3A 30 31 20 20 77,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="20:01  "
80 0C E7 24 01 00 32 30 3A 30 32 20 20 74,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="20:02  "
80 0C E7 24 01 00 32 30 3A 30 33 20 20 75,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="20:03  "
80 0C E7 24 01 00 32 30 3A 30 34 20 20 72,IKE --> ANZV: Update Text, Layout=Time  Flags=  F0="20:04  "
